league;season;team;game;date;time;round;day;venue;result;GF;GA;opponent;xG;xGA;Poss;Attendance;Captain;Formation;Opp Formation;Referee;match_report;Notes
;;;2021-10-26 Osnabrück-Freiburg;2021-10-26 00:00:00;20:45:00;Round of 32;Tue;Away;D;2 (3);2 (2);Osnabrück;;;55;12000;Christian Günter;3-4-3;4-3-3;Robert Schröder;/en/matches/b30d7840/Osnabruck-Freiburg-October-26-2021-DFB-Pokal;Freiburg won on penalty kicks following extra time
;;;2021-10-30 Freiburg-Greuther Fürth;2021-10-30 00:00:00;15:30:00;Matchweek 10;Sat;Home;W;3;1;Greuther Fürth;1,5;0,8;50;31500;Christian Günter;4-2-3-1;4-3-3;Felix Brych;/en/matches/1b975160/Freiburg-Greuther-Furth-October-30-2021-Bundesliga;
;;;2021-11-06 Bayern Munich-Freiburg;2021-11-06 00:00:00;15:30:00;Matchweek 11;Sat;Away;L;1;2;Bayern Munich;1;2,8;37;75000;Christian Günter;3-4-3;4-2-3-1;Sascha Stegemann;/en/matches/f0a8a2f0/Bayern-Munich-Freiburg-November-6-2021-Bundesliga;
;;;2021-11-21 Freiburg-Eint Frankfurt;2021-11-21 00:00:00;15:30:00;Matchweek 12;Sun;Home;L;0;2;Eint Frankfurt;1,4;1,2;62;32500;Christian Günter;3-4-3;3-4-3;Florian Badstübner;/en/matches/795e2fe3/Freiburg-Eintracht-Frankfurt-November-21-2021-Bundesliga;
;;;2021-11-27 Bochum-Freiburg;2021-11-27 00:00:00;15:30:00;Matchweek 13;Sat;Away;L;1;2;Bochum;2,2;1,1;59;19700;Christian Günter;4-4-1-1;4-3-3;Patrick Ittrich;/en/matches/9e87ef16/Bochum-Freiburg-November-27-2021-Bundesliga;
;;;2021-12-05 Gladbach-Freiburg;2021-12-05 00:00:00;17:30:00;Matchweek 14;Sun;Away;W;6;0;Gladbach;2;0,9;36;10025;Christian Günter;4-4-2;3-4-1-2;Robert Hartmann;/en/matches/1dd75329/Monchengladbach-Freiburg-December-5-2021-Bundesliga;
;;;2021-12-11 Freiburg-Hoffenheim;2021-12-11 00:00:00;15:30:00;Matchweek 15;Sat;Home;L;1;2;Hoffenheim;1,6;1;43;750;Christian Günter;4-4-1-1;3-4-3;Frank Willenborg;/en/matches/9595faee/Freiburg-Hoffenheim-December-11-2021-Bundesliga;
;;;2021-12-15 Union Berlin-Freiburg;2021-12-15 00:00:00;20:30:00;Matchweek 16;Wed;Away;D;0;0;Union Berlin;1,2;1,7;45;5000;Christian Günter;3-4-3;3-1-4-2;Deniz Aytekin;/en/matches/6dc47096/Union-Berlin-Freiburg-December-15-2021-Bundesliga;
;;;2021-12-19 Freiburg-Leverkusen;2021-12-19 00:00:00;15:30:00;Matchweek 17;Sun;Home;W;2;1;Leverkusen;2,1;0,8;43;750;Christian Günter;4-2-3-1;4-3-2-1;Benjamin Cortus;/en/matches/a57951da/Freiburg-Bayer-Leverkusen-December-19-2021-Bundesliga;
;;;2022-01-08 Freiburg-Arminia;2022-01-08 00:00:00;15:30:00;Matchweek 18;Sat;Home;D;2;2;Arminia;1,8;1;49;;Christian Günter;4-2-3-1;4-3-3;Harm Osmers;/en/matches/50dff1aa/Freiburg-Arminia-January-8-2022-Bundesliga;
;;;2022-01-14 Dortmund-Freiburg;2022-01-14 00:00:00;20:30:00;Matchweek 19;Fri;Away;L;1;5;Dortmund;0,9;2,4;34;750;Christian Günter;4-4-2;4-3-3;Florian Badstübner;/en/matches/e6e155ee/Dortmund-Freiburg-January-14-2022-Bundesliga;
;;;2022-01-19 Hoffenheim-Freiburg;2022-01-19 00:00:00;20:45:00;Round of 16;Wed;Away;W;4;1;Hoffenheim;;;38;500;Christian Günter;4-4-1-1;3-1-4-2;Robert Schröder;/en/matches/7bee6e82/Hoffenheim-Freiburg-January-19-2022-DFB-Pokal;
;;;2022-01-22 Freiburg-Stuttgart;2022-01-22 00:00:00;15:30:00;Matchweek 20;Sat;Home;W;2;0;Stuttgart;1,6;0,3;50;500;Christian Günter;4-4-1-1;3-4-3;Tobias Stieler;/en/matches/ee0352ea/Freiburg-Stuttgart-January-22-2022-Bundesliga;
;;;2022-02-05 Köln-Freiburg;2022-02-05 00:00:00;15:30:00;Matchweek 21;Sat;Away;L;0;1;Köln;0,7;1;58;10000;Christian Günter;4-4-2;4-1-3-2;Felix Brych;/en/matches/a0c3c822/Koln-Freiburg-February-5-2022-Bundesliga;
;;;2022-02-12 Freiburg-Mainz 05;2022-02-12 00:00:00;15:30:00;Matchweek 22;Sat;Home;D;1;1;Mainz 05;1,7;2,3;60;10000;Christian Günter;4-2-3-1;3-4-3;Deniz Aytekin;/en/matches/0125bef4/Freiburg-Mainz-05-February-12-2022-Bundesliga;
;;;2022-02-19 Augsburg-Freiburg;2022-02-19 00:00:00;15:30:00;Matchweek 23;Sat;Away;W;2;1;Augsburg;2;1,1;46;15000;Christian Günter;4-2-3-1;4-4-2;Daniel Siebert;/en/matches/dccae51a/Augsburg-Freiburg-February-19-2022-Bundesliga;
;;;2022-02-26 Freiburg-Hertha BSC;2022-02-26 00:00:00;15:30:00;Matchweek 24;Sat;Home;W;3;0;Hertha BSC;2,6;1,3;58;25000;Christian Günter;4-2-3-1;4-3-3;Sven Jablonski;/en/matches/176632d7/Freiburg-Hertha-BSC-February-26-2022-Bundesliga;
;;;2022-03-02 Bochum-Freiburg;2022-03-02 00:00:00;20:45:00;Quarter-finals;Wed;Away;W;2;1;Bochum;;;47;10000;Christian Günter;4-2-3-1;4-1-4-1;Robert Schröder;/en/matches/8167b3ac/Bochum-Freiburg-March-2-2022-DFB-Pokal;Required Extra Time
;;;2022-03-05 RB Leipzig-Freiburg;2022-03-05 00:00:00;15:30:00;Matchweek 25;Sat;Away;D;1;1;RB Leipzig;0,4;0,6;29;24758;Christian Günter;3-5-2;3-4-1-2;Felix Zwayer;/en/matches/3724924c/RB-Leipzig-Freiburg-March-5-2022-Bundesliga;
;;;2022-03-12 Freiburg-Wolfsburg;2022-03-12 00:00:00;15:30:00;Matchweek 26;Sat;Home;W;3;2;Wolfsburg;1,3;1,3;42;25000;Christian Günter;3-4-3;3-4-3;Martin Petersen;/en/matches/f87f4774/Freiburg-Wolfsburg-March-12-2022-Bundesliga;
;;;2022-03-19 Greuther Fürth-Freiburg;2022-03-19 00:00:00;15:30:00;Matchweek 27;Sat;Away;D;0;0;Greuther Fürth;1,2;1;61;9884;Christian Günter;4-4-2;3-4-1-2;Tobias Reichel;/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga;
;;;2022-04-02 Freiburg-Bayern Munich;2022-04-02 00:00:00;15:30:00;Matchweek 28;Sat;Home;L;1;4;Bayern Munich;0,6;2,1;39;34700;Christian Günter;3-4-3;4-2-3-1;Christian Dingert;/en/matches/c49cc77e/Freiburg-Bayern-Munich-April-2-2022-Bundesliga;
;;;2022-04-10 Eint Frankfurt-Freiburg;2022-04-10 00:00:00;17:30:00;Matchweek 29;Sun;Away;W;2;1;Eint Frankfurt;1;0,9;46;47000;Christian Günter;4-4-1-1;3-4-3;Felix Brych;/en/matches/e7491da8/Eintracht-Frankfurt-Freiburg-April-10-2022-Bundesliga;
;;;2022-04-16 Freiburg-Bochum;2022-04-16 00:00:00;15:30:00;Matchweek 30;Sat;Home;W;3;0;Bochum;2,2;0,4;62;34000;Christian Günter;4-2-3-1;4-3-3;Sascha Stegemann;/en/matches/d568b6dd/Freiburg-Bochum-April-16-2022-Bundesliga;
;;;2022-04-19 Hamburger SV-Freiburg;2022-04-19 00:00:00;20:45:00;Semi-finals;Tue;Away;W;3;1;Hamburger SV;;;37;57000;Christian Günter;4-2-3-1;4-2-3-1;Deniz Aytekin;/en/matches/0ae17787/Hamburger-SV-Freiburg-April-19-2022-DFB-Pokal;
;;;2022-04-23 Freiburg-Gladbach;2022-04-23 00:00:00;15:30:00;Matchweek 31;Sat;Home;D;3;3;Gladbach;2,3;1,6;62;34700;Christian Günter;4-4-1-1;5-3-2;Benjamin Brand;/en/matches/72082975/Freiburg-Monchengladbach-April-23-2022-Bundesliga;
;;;2022-04-30 Hoffenheim-Freiburg;2022-04-30 00:00:00;18:30:00;Matchweek 32;Sat;Away;W;4;3;Hoffenheim;2,4;2;43;23627;Christian Günter;3-4-3;4-3-3;Marco Fritz;/en/matches/c7076c62/Hoffenheim-Freiburg-April-30-2022-Bundesliga;
;;;2022-05-07 Freiburg-Union Berlin;2022-05-07 00:00:00;15:30:00;Matchweek 33;Sat;Home;L;1;4;Union Berlin;1,8;2;71;34700;Christian Günter;4-4-1-1;3-5-2;Felix Brych;/en/matches/d6c40f7a/Freiburg-Union-Berlin-May-7-2022-Bundesliga;
;;;2022-05-14 Leverkusen-Freiburg;2022-05-14 00:00:00;15:30:00;Matchweek 34;Sat;Away;L;1;2;Leverkusen;1,1;2,2;47;30210;Christian Günter;4-4-1-1;4-4-2;Sven Jablonski;/en/matches/79ec8323/Bayer-Leverkusen-Freiburg-May-14-2022-Bundesliga;
;;;2022-05-21 RB Leipzig-RB Leipzig;2022-05-21 00:00:00;20:00:00;Final;Sat;Neutral;D;1 (2);1 (4);RB Leipzig;;;48;74322;Christian Günter;5-3-2;3-4-3;Sascha Stegemann;/en/matches/5382946e/Freiburg-RB-Leipzig-May-21-2022-DFB-Pokal;RB Leipzig won on penalty kicks following extra time
;;Gladbach;2021-08-09 Kaiserslautern-Gladbach;2021-08-09 00:00:00;20:45:00;Round of 64;Mon;Away;W;1;0;Kaiserslautern;;;50;5000;Lars Stindl;4-2-3-1;3-4-3;Harm Osmers;/en/matches/0d354c16/Kaiserslautern-Monchengladbach-August-9-2021-DFB-Pokal;
;;;2021-08-13 Gladbach-Bayern Munich;2021-08-13 00:00:00;20:30:00;Matchweek 1;Fri;Home;D;1;1;Bayern Munich;2,3;2,5;35;22925;Lars Stindl;4-2-3-1;4-2-3-1;Marco Fritz;/en/matches/82c5d82c/Monchengladbach-Bayern-Munich-August-13-2021-Bundesliga;
;;;2021-08-21 Leverkusen-Gladbach;2021-08-21 00:00:00;18:30:00;Matchweek 2;Sat;Away;L;0;4;Leverkusen;1,7;1,9;53;15105;Lars Stindl;4-2-3-1;4-2-3-1;Deniz Aytekin;/en/matches/09083a3b/Bayer-Leverkusen-Monchengladbach-August-21-2021-Bundesliga;
;;;2021-08-29 Union Berlin-Gladbach;2021-08-29 00:00:00;15:30:00;Matchweek 3;Sun;Away;L;1;2;Union Berlin;1,8;1,9;72;11006;Lars Stindl;4-2-3-1;3-5-2;Felix Brych;/en/matches/61782375/Union-Berlin-Monchengladbach-August-29-2021-Bundesliga;
;;;2021-09-12 Gladbach-Arminia;2021-09-12 00:00:00;19:30:00;Matchweek 4;Sun;Home;W;3;1;Arminia;1,7;1,8;64;24500;Lars Stindl;3-4-3;4-3-3;Sascha Stegemann;/en/matches/7fb5657a/Monchengladbach-Arminia-September-12-2021-Bundesliga;
;;;2021-09-18 Augsburg-Gladbach;2021-09-18 00:00:00;15:30:00;Matchweek 5;Sat;Away;L;0;1;Augsburg;0,6;0,3;70;12500;Lars Stindl;4-2-3-1;3-5-2;Florian Badstübner;/en/matches/4131f8cf/Augsburg-Monchengladbach-September-18-2021-Bundesliga;
;;;2021-09-25 Gladbach-Dortmund;2021-09-25 00:00:00;18:30:00;Matchweek 6;Sat;Home;W;1;0;Dortmund;1,6;0,4;55;25000;Lars Stindl;3-4-3;3-5-2;Deniz Aytekin;/en/matches/b871a58d/Monchengladbach-Dortmund-September-25-2021-Bundesliga;
;;;2021-10-02 Wolfsburg-Gladbach;2021-10-02 00:00:00;15:30:00;Matchweek 7;Sat;Away;W;3;1;Wolfsburg;3,3;1,3;48;12845;Lars Stindl;3-5-2;4-2-3-1;Frank Willenborg;/en/matches/e9ccaf2f/Wolfsburg-Monchengladbach-October-2-2021-Bundesliga;
;;;2021-10-16 Gladbach-Stuttgart;2021-10-16 00:00:00;18:30:00;Matchweek 8;Sat;Home;D;1;1;Stuttgart;2,6;0,3;59;41608;Lars Stindl;3-4-3;3-1-4-2;Felix Brych;/en/matches/6dfac175/Monchengladbach-Stuttgart-October-16-2021-Bundesliga;
;;;2021-10-23 Hertha BSC-Gladbach;2021-10-23 00:00:00;18:30:00;Matchweek 9;Sat;Away;L;0;1;Hertha BSC;0,5;1;58;25000;Lars Stindl;3-4-1-2;4-2-3-1;Benjamin Cortus;/en/matches/60b309f6/Hertha-BSC-Monchengladbach-October-23-2021-Bundesliga;
;;;2021-10-27 Gladbach-Bayern Munich;2021-10-27 00:00:00;20:45:00;Round of 32;Wed;Home;W;5;0;Bayern Munich;;;38;48500;Lars Stindl;3-4-3;4-2-3-1;Tobias Stieler;/en/matches/d81f6ea9/Monchengladbach-Bayern-Munich-October-27-2021-DFB-Pokal;
;;;2021-10-31 Gladbach-Bochum;2021-10-31 00:00:00;17:30:00;Matchweek 10;Sun;Home;W;2;1;Bochum;1,9;0,8;65;42361;Yann Sommer;4-2-3-1;4-3-3;Tobias Reichel;/en/matches/1f2fb766/Monchengladbach-Bochum-October-31-2021-Bundesliga;
;;;2021-11-05 Mainz 05-Gladbach;2021-11-05 00:00:00;20:30:00;Matchweek 11;Fri;Away;D;1;1;Mainz 05;1,6;1,1;52;25000;Yann Sommer;3-4-3;3-5-2;Robert Schröder;/en/matches/7174b056/Mainz-05-Monchengladbach-November-5-2021-Bundesliga;
;;;2021-11-20 Gladbach-Greuther Fürth;2021-11-20 00:00:00;15:30:00;Matchweek 12;Sat;Home;W;4;0;Greuther Fürth;3,1;0,2;57;38621;Lars Stindl;3-4-3;4-2-3-1;Benjamin Brand;/en/matches/e1da08ee/Monchengladbach-Greuther-Furth-November-20-2021-Bundesliga;
;;;2021-11-27 Köln-Gladbach;2021-11-27 00:00:00;15:30:00;Matchweek 13;Sat;Away;L;1;4;Köln;1;1,4;51;50000;Lars Stindl;3-4-3;4-2-3-1;Robert Schröder;/en/matches/ce35a916/Koln-Monchengladbach-November-27-2021-Bundesliga;
;;;2021-12-05 Gladbach-Freiburg;2021-12-05 00:00:00;17:30:00;Matchweek 14;Sun;Home;L;0;6;Freiburg;0,9;2;64;10025;Yann Sommer;3-4-1-2;4-4-2;Robert Hartmann;/en/matches/1dd75329/Monchengladbach-Freiburg-December-5-2021-Bundesliga;
;;;2021-12-11 RB Leipzig-Gladbach;2021-12-11 00:00:00;15:30:00;Matchweek 15;Sat;Away;L;1;4;RB Leipzig;1,2;4,7;47;;Lars Stindl;4-3-3;3-4-1-2;Bastian Dankert;/en/matches/bbc5c234/RB-Leipzig-Monchengladbach-December-11-2021-Bundesliga;
;;;2021-12-15 Gladbach-Eint Frankfurt;2021-12-15 00:00:00;18:30:00;Matchweek 16;Wed;Home;L;2;3;Eint Frankfurt;2;2,3;57;10028;Yann Sommer;3-4-3;3-4-3;Martin Petersen;/en/matches/f524f9e4/Monchengladbach-Eintracht-Frankfurt-December-15-2021-Bundesliga;
;;;2021-12-18 Hoffenheim-Gladbach;2021-12-18 00:00:00;15:30:00;Matchweek 17;Sat;Away;D;1;1;Hoffenheim;1,3;2,1;40;750;Lars Stindl;4-2-3-1;3-4-3;Sven Jablonski;/en/matches/d8c0962b/Hoffenheim-Monchengladbach-December-18-2021-Bundesliga;
;;;2022-01-07 Bayern Munich-Gladbach;2022-01-07 00:00:00;20:30:00;Matchweek 18;Fri;Away;W;2;1;Bayern Munich;1;1,9;38;;Lars Stindl;3-1-4-2;4-2-3-1;Daniel Siebert;/en/matches/c57aed20/Bayern-Munich-Monchengladbach-January-7-2022-Bundesliga;
;;;2022-01-15 Gladbach-Leverkusen;2022-01-15 00:00:00;18:30:00;Matchweek 19;Sat;Home;L;1;2;Leverkusen;1,2;5,3;54;750;Lars Stindl;3-4-3;4-2-3-1;Sascha Stegemann;/en/matches/f3ca871d/Monchengladbach-Bayer-Leverkusen-January-15-2022-Bundesliga;
;;;2022-01-19 Hannover 96-Gladbach;2022-01-19 00:00:00;18:30:00;Round of 16;Wed;Away;L;0;3;Hannover 96;;;62;500;Lars Stindl;3-4-3;4-2-3-1;Florian Badstübner;/en/matches/97652ad9/Hannover-96-Monchengladbach-January-19-2022-DFB-Pokal;
;;;2022-01-22 Gladbach-Union Berlin;2022-01-22 00:00:00;15:30:00;Matchweek 20;Sat;Home;L;1;2;Union Berlin;1,5;1,1;59;750;Yann Sommer;3-4-3;3-5-2;Felix Brych;/en/matches/10ccd5fe/Monchengladbach-Union-Berlin-January-22-2022-Bundesliga;
;;;2022-02-05 Arminia-Gladbach;2022-02-05 00:00:00;15:30:00;Matchweek 21;Sat;Away;D;1;1;Arminia;2;0,5;61;10000;Yann Sommer;3-4-3;4-2-3-1;Benjamin Cortus;/en/matches/23880eb6/Arminia-Monchengladbach-February-5-2022-Bundesliga;
;;;2022-02-12 Gladbach-Augsburg;2022-02-12 00:00:00;15:30:00;Matchweek 22;Sat;Home;W;3;2;Augsburg;2,4;1,6;57;10000;Yann Sommer;3-4-3;4-2-2-2;Tobias Welz;/en/matches/2053af19/Monchengladbach-Augsburg-February-12-2022-Bundesliga;
;;;2022-02-20 Dortmund-Gladbach;2022-02-20 00:00:00;17:30:00;Matchweek 23;Sun;Away;L;0;6;Dortmund;0,9;3,8;50;10000;Yann Sommer;3-4-3;3-4-3;Marco Fritz;/en/matches/43a215f9/Dortmund-Monchengladbach-February-20-2022-Bundesliga;
;;;2022-02-26 Gladbach-Wolfsburg;2022-02-26 00:00:00;15:30:00;Matchweek 24;Sat;Home;D;2;2;Wolfsburg;2,4;1,4;66;10000;Yann Sommer;3-4-3;3-4-3;Tobias Reichel;/en/matches/c915ef55/Monchengladbach-Wolfsburg-February-26-2022-Bundesliga;
;;;2022-03-05 Stuttgart-Gladbach;2022-03-05 00:00:00;18:30:00;Matchweek 25;Sat;Away;L;2;3;Stuttgart;0,9;2,4;43;25000;Yann Sommer;4-3-3;4-3-3;Christian Dingert;/en/matches/ec0566d3/Stuttgart-Monchengladbach-March-5-2022-Bundesliga;
;;;2022-03-12 Gladbach-Hertha BSC;2022-03-12 00:00:00;18:30:00;Matchweek 26;Sat;Home;W;2;0;Hertha BSC;1,8;0,6;53;30675;Yann Sommer;3-4-3;3-1-4-2;Florian Badstübner;/en/matches/b927ea34/Monchengladbach-Hertha-BSC-March-12-2022-Bundesliga;
;;;2022-03-18 Bochum-Gladbach;2022-03-18 00:00:00;20:30:00;Matchweek 27;Fri;Away;W;2;0;Bochum;;;49;;Yann Sommer;3-4-3;4-3-3;Benjamin Cortus;/en/matches/c34bbc21/Bochum-Monchengladbach-March-18-2022-Bundesliga;Match awarded to Gladbach
;;;2022-04-03 Gladbach-Mainz 05;2022-04-03 00:00:00;17:30:00;Matchweek 28;Sun;Home;D;1;1;Mainz 05;1,5;1,8;52;44156;Lars Stindl;3-4-3;3-4-3;Daniel Schlager;/en/matches/2665736f/Monchengladbach-Mainz-05-April-3-2022-Bundesliga;
;;;2022-04-09 Greuther Fürth-Gladbach;2022-04-09 00:00:00;15:30:00;Matchweek 29;Sat;Away;W;2;0;Greuther Fürth;2,7;0,5;50;13900;Yann Sommer;3-4-3;3-4-3;Tobias Stieler;/en/matches/9642cb8e/Greuther-Furth-Monchengladbach-April-9-2022-Bundesliga;
;;;2022-04-16 Gladbach-Köln;2022-04-16 00:00:00;18:30:00;Matchweek 30;Sat;Home;L;1;3;Köln;1,2;2;58;54042;Yann Sommer;3-4-3;4-2-3-1;Deniz Aytekin;/en/matches/4e0481f4/Monchengladbach-Koln-April-16-2022-Bundesliga;
;;;2022-04-23 Freiburg-Gladbach;2022-04-23 00:00:00;15:30:00;Matchweek 31;Sat;Away;D;3;3;Freiburg;1,6;2,3;38;34700;Yann Sommer;5-3-2;4-4-1-1;Benjamin Brand;/en/matches/72082975/Freiburg-Monchengladbach-April-23-2022-Bundesliga;
;;;2022-05-02 Gladbach-RB Leipzig;2022-05-02 00:00:00;20:30:00;Matchweek 32;Mon;Home;W;3;1;RB Leipzig;1,5;1,1;49;35324;Lars Stindl;5-3-2;3-4-3;Martin Petersen;/en/matches/84b03670/Monchengladbach-RB-Leipzig-May-2-2022-Bundesliga;
;;;2022-05-08 Eint Frankfurt-Gladbach;2022-05-08 00:00:00;15:30:00;Matchweek 33;Sun;Away;D;1;1;Eint Frankfurt;1,4;0,8;53;51500;Lars Stindl;3-4-3;3-5-2;Felix Zwayer;/en/matches/b9b0b83a/Eintracht-Frankfurt-Monchengladbach-May-8-2022-Bundesliga;
;;;2022-05-14 Gladbach-Hoffenheim;2022-05-14 00:00:00;15:30:00;Matchweek 34;Sat;Home;W;5;1;Hoffenheim;3,2;1,6;55;50395;Lars Stindl;4-2-3-1;3-1-4-2;Harm Osmers;/en/matches/b8402ce1/Monchengladbach-Hoffenheim-May-14-2022-Bundesliga;
;;Greuther Fürth;2021-08-07 Babelsberg 03-Greuther Fürth;2021-08-07 00:00:00;18:30:00;Round of 64;Sat;Away;D;2 (4);2 (5);Babelsberg 03;;;69;3030;Branimir Hrgota;4-4-2◆;4-2-3-1;Robin Braun;/en/matches/f3b75d2c/Babelsberg-03-Greuther-Furth-August-7-2021-DFB-Pokal;Babelsberg 03 won on penalty kicks following extra time
;;;2021-08-14 Stuttgart-Greuther Fürth;2021-08-14 00:00:00;15:30:00;Matchweek 1;Sat;Away;L;1;5;Stuttgart;1,2;3;33;18109;Branimir Hrgota;3-5-2;3-4-3;Felix Zwayer;/en/matches/51fae469/Stuttgart-Greuther-Furth-August-14-2021-Bundesliga;
;;;2021-08-21 Greuther Fürth-Arminia;2021-08-21 00:00:00;15:30:00;Matchweek 2;Sat;Home;D;1;1;Arminia;2,5;0,8;65;5890;Branimir Hrgota;4-1-2-1-2◆;4-1-2-1-2;Daniel Schlager;/en/matches/976aabba/Greuther-Furth-Arminia-August-21-2021-Bundesliga;
;;;2021-08-28 Mainz 05-Greuther Fürth;2021-08-28 00:00:00;15:30:00;Matchweek 3;Sat;Away;L;0;3;Mainz 05;0,2;2,7;52;11500;Branimir Hrgota;4-1-2-1-2◆;3-5-2;Tobias Reichel;/en/matches/359314e5/Mainz-05-Greuther-Furth-August-28-2021-Bundesliga;
;;;2021-09-11 Greuther Fürth-Wolfsburg;2021-09-11 00:00:00;15:30:00;Matchweek 4;Sat;Home;L;0;2;Wolfsburg;0,3;1,4;30;9000;Branimir Hrgota;4-4-2;4-2-3-1;Robert Hartmann;/en/matches/ab5fbcdf/Greuther-Furth-Wolfsburg-September-11-2021-Bundesliga;
;;;2021-09-17 Hertha BSC-Greuther Fürth;2021-09-17 00:00:00;20:30:00;Matchweek 5;Fri;Away;L;1;2;Hertha BSC;1,4;0,7;43;21372;Branimir Hrgota;4-2-2-2;3-4-3;Tobias Stieler;/en/matches/7044d252/Hertha-BSC-Greuther-Furth-September-17-2021-Bundesliga;
;;;2021-09-24 Greuther Fürth-Bayern Munich;2021-09-24 00:00:00;20:30:00;Matchweek 6;Fri;Home;L;1;3;Bayern Munich;0,7;0,8;33;11740;Branimir Hrgota;4-3-3;3-4-3;Robert Schröder;/en/matches/2def9292/Greuther-Furth-Bayern-Munich-September-24-2021-Bundesliga;
;;;2021-10-01 Köln-Greuther Fürth;2021-10-01 00:00:00;20:30:00;Matchweek 7;Fri;Away;L;1;3;Köln;1,3;2,9;33;40000;Branimir Hrgota;4-1-3-2;4-1-3-2;Matthias Jöllenbeck;/en/matches/c3c10403/Koln-Greuther-Furth-October-1-2021-Bundesliga;
;;;2021-10-16 Greuther Fürth-Bochum;2021-10-16 00:00:00;15:30:00;Matchweek 8;Sat;Home;L;0;1;Bochum;0,8;1,6;56;10586;Branimir Hrgota;4-3-1-2;4-3-3;Bastian Dankert;/en/matches/ab41b4b4/Greuther-Furth-Bochum-October-16-2021-Bundesliga;
;;;2021-10-23 RB Leipzig-Greuther Fürth;2021-10-23 00:00:00;15:30:00;Matchweek 9;Sat;Away;L;1;4;RB Leipzig;1,4;2,3;44;24758;Branimir Hrgota;4-2-3-1;3-4-3;Christian Dingert;/en/matches/b1bb1224/RB-Leipzig-Greuther-Furth-October-23-2021-Bundesliga;
;;;2021-10-30 Freiburg-Greuther Fürth;2021-10-30 00:00:00;15:30:00;Matchweek 10;Sat;Away;L;1;3;Freiburg;0,8;1,5;50;31500;Branimir Hrgota;4-3-3;4-2-3-1;Felix Brych;/en/matches/1b975160/Freiburg-Greuther-Furth-October-30-2021-Bundesliga;
;;;2021-11-07 Greuther Fürth-Eint Frankfurt;2021-11-07 00:00:00;19:30:00;Matchweek 11;Sun;Home;L;1;2;Eint Frankfurt;2,4;1,2;54;10244;Branimir Hrgota;4-3-3;3-4-3;Daniel Siebert;/en/matches/d6e5c0fb/Greuther-Furth-Eintracht-Frankfurt-November-7-2021-Bundesliga;
;;;2021-11-20 Gladbach-Greuther Fürth;2021-11-20 00:00:00;15:30:00;Matchweek 12;Sat;Away;L;0;4;Gladbach;0,2;3,1;43;38621;Branimir Hrgota;4-2-3-1;3-4-3;Benjamin Brand;/en/matches/e1da08ee/Monchengladbach-Greuther-Furth-November-20-2021-Bundesliga;
;;;2021-11-27 Greuther Fürth-Hoffenheim;2021-11-27 00:00:00;15:30:00;Matchweek 13;Sat;Home;L;3;6;Hoffenheim;1,1;4;49;3385;Branimir Hrgota;4-3-3;4-3-3;Bastian Dankert;/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga;
;;;2021-12-04 Leverkusen-Greuther Fürth;2021-12-04 00:00:00;15:30:00;Matchweek 14;Sat;Away;L;1;7;Leverkusen;0,3;2,8;40;10455;Branimir Hrgota;4-4-1-1;4-2-3-1;Tobias Reichel;/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga;
;;;2021-12-12 Greuther Fürth-Union Berlin;2021-12-12 00:00:00;15:30:00;Matchweek 15;Sun;Home;W;1;0;Union Berlin;0,7;1,4;37;;Branimir Hrgota;4-3-3;3-5-2;Sven Jablonski;/en/matches/b4244581/Greuther-Furth-Union-Berlin-December-12-2021-Bundesliga;
;;;2021-12-15 Dortmund-Greuther Fürth;2021-12-15 00:00:00;20:30:00;Matchweek 16;Wed;Away;L;0;3;Dortmund;0,4;1,8;32;15000;Sascha Burchert;4-3-3;4-2-3-1;Daniel Schlager;/en/matches/7e3c242f/Dortmund-Greuther-Furth-December-15-2021-Bundesliga;
;;;2021-12-18 Greuther Fürth-Augsburg;2021-12-18 00:00:00;15:30:00;Matchweek 17;Sat;Home;D;0;0;Augsburg;0,1;1,2;48;;Branimir Hrgota;4-3-1-2;4-4-2;Sascha Stegemann;/en/matches/1f2c6db1/Greuther-Furth-Augsburg-December-18-2021-Bundesliga;
;;;2022-01-08 Greuther Fürth-Stuttgart;2022-01-08 00:00:00;15:30:00;Matchweek 18;Sat;Home;D;0;0;Stuttgart;0,9;1,9;39;;Branimir Hrgota;4-1-2-1-2◆;3-4-3;Felix Brych;/en/matches/a77ad9e5/Greuther-Furth-Stuttgart-January-8-2022-Bundesliga;
;;;2022-01-16 Arminia-Greuther Fürth;2022-01-16 00:00:00;17:30:00;Matchweek 19;Sun;Away;D;2;2;Arminia;0,7;0,5;55;750;Branimir Hrgota;4-3-1-2;4-2-3-1;Christian Dingert;/en/matches/8a633b19/Arminia-Greuther-Furth-January-16-2022-Bundesliga;
;;;2022-01-22 Greuther Fürth-Mainz 05;2022-01-22 00:00:00;15:30:00;Matchweek 20;Sat;Home;W;2;1;Mainz 05;1,3;1,7;42;;Branimir Hrgota;4-3-1-2;3-5-2;Robert Schröder;/en/matches/16f88e72/Greuther-Furth-Mainz-05-January-22-2022-Bundesliga;
